Date,Region,Forecast_Demand,Lower,Upper,Temperature_C,Season,Is_Festival,Plastic_Ban_Active
2024-03-11,East_Zone,13818,11809,15826,33.8,Summer,0,0
2024-03-12,East_Zone,14613,12604,16622,38.2,Summer,0,0
2024-03-13,East_Zone,14664,12655,16672,38.8,Summer,0,0
2024-03-14,East_Zone,17447,15438,19456,36.3,Summer,1,0
2024-03-15,East_Zone,16812,14803,18820,34.8,Summer,1,0
2024-03-16,East_Zone,13710,11701,15719,33.7,Summer,0,0
2024-03-17,East_Zone,12727,10718,14736,29.9,Summer,0,0
2024-03-18,East_Zone,15349,13340,17358,40.6,Summer,0,0
2024-03-19,East_Zone,13799,11790,15808,33.8,Summer,0,0
2024-03-20,East_Zone,14132,12123,16140,36.3,Summer,0,0
2024-03-21,East_Zone,13314,11305,15323,33.0,Summer,0,0
2024-03-22,East_Zone,16724,14715,18733,33.7,Summer,1,0
2024-03-23,East_Zone,17415,15407,19424,36.1,Summer,1,0
2024-03-24,East_Zone,17056,15047,19065,30.5,Summer,1,0
2024-03-25,East_Zone,13630,11621,15639,33.9,Summer,0,0
2024-03-26,East_Zone,16772,14763,18781,32.9,Summer,1,0
2024-03-27,East_Zone,14083,12074,16091,36.7,Summer,0,0
2024-03-28,East_Zone,17012,15003,19021,33.4,Summer,1,0
2024-03-29,East_Zone,13933,11924,15942,35.9,Summer,0,0
2024-03-30,East_Zone,13389,11380,15398,33.7,Summer,0,0
2024-03-31,East_Zone,17478,15469,19487,36.9,Summer,1,0
2024-04-01,East_Zone,13664,11655,15673,33.5,Summer,0,0
2024-04-02,East_Zone,14168,12159,16177,37.4,Summer,0,0
2024-04-03,East_Zone,15032,13023,17041,41.5,Summer,0,0
2024-04-04,East_Zone,14208,12199,16217,37.3,Summer,0,0
2024-04-05,East_Zone,14404,12395,16413,38.9,Summer,0,0
2024-04-06,East_Zone,13560,11551,15569,32.6,Summer,0,0
2024-04-07,East_Zone,13348,11339,15357,33.7,Summer,0,0
2024-04-08,East_Zone,13282,11273,15291,34.6,Summer,0,0
2024-04-09,East_Zone,14245,12236,16254,38.9,Summer,0,0
2024-04-10,East_Zone,13260,11251,15269,32.6,Summer,0,0
2024-04-11,East_Zone,13385,11376,15394,32.9,Summer,0,0
2024-04-12,East_Zone,13833,11824,15842,36.5,Summer,0,0
2024-04-13,East_Zone,13951,11942,15960,36.0,Summer,0,0
2024-04-14,East_Zone,13065,11056,15074,31.6,Summer,0,0
2024-04-15,East_Zone,13977,11968,15986,35.7,Summer,0,0
2024-04-16,East_Zone,13336,11327,15345,31.7,Summer,0,0
2024-04-17,East_Zone,13577,11569,15586,34.4,Summer,0,0
2024-04-18,East_Zone,13601,11592,15609,35.4,Summer,0,0
2024-04-19,East_Zone,13463,11454,15472,32.5,Summer,0,0
2024-04-20,East_Zone,14343,12334,16352,37.9,Summer,0,0
2024-04-21,East_Zone,14721,12712,16730,39.8,Summer,0,0
2024-04-22,East_Zone,15145,13136,17154,40.8,Summer,0,0
2024-04-23,East_Zone,14340,12331,16349,37.6,Summer,0,0
2024-04-24,East_Zone,13584,11575,15592,33.7,Summer,0,0
2024-04-25,East_Zone,13372,11363,15381,34.2,Summer,0,0
2024-04-26,East_Zone,13954,11945,15963,36.0,Summer,0,0
2024-04-27,East_Zone,13871,11863,15880,36.7,Summer,0,0
2024-04-28,East_Zone,13200,11191,15209,32.3,Summer,0,0
2024-04-29,East_Zone,13684,11675,15693,35.6,Summer,0,0
2024-04-30,East_Zone,13596,11587,15605,34.3,Summer,0,0
2024-05-01,East_Zone,14796,12787,16805,40.1,Summer,0,0
2024-05-02,East_Zone,14210,12201,16219,37.5,Summer,0,0
2024-05-03,East_Zone,13973,11964,15981,36.4,Summer,0,0
2024-05-04,East_Zone,13027,11018,15036,31.6,Summer,0,0
2024-05-05,East_Zone,13572,11563,15581,35.2,Summer,0,0
2024-05-06,East_Zone,14119,12110,16128,36.2,Summer,0,0
2024-05-07,East_Zone,14153,12144,16161,36.4,Summer,0,0
2024-05-08,East_Zone,13672,11663,15681,35.5,Summer,0,0
2024-05-09,East_Zone,13586,11577,15595,35.1,Summer,0,0
2024-05-10,East_Zone,14215,12206,16224,37.4,Summer,0,0
2024-05-11,East_Zone,14151,12142,16160,35.8,Summer,0,0
2024-05-12,East_Zone,14740,12731,16749,38.7,Summer,0,0
2024-05-13,East_Zone,13743,11734,15752,34.3,Summer,0,0
2024-05-14,East_Zone,14109,12100,16118,35.8,Summer,0,0
2024-05-15,East_Zone,13326,11317,15335,33.0,Summer,0,0
2024-05-16,East_Zone,13539,11530,15548,35.4,Summer,0,0
2024-05-17,East_Zone,14177,12168,16186,38.2,Summer,0,0
2024-05-18,East_Zone,13592,11583,15601,34.8,Summer,0,0
2024-05-19,East_Zone,14547,12538,16556,38.4,Summer,0,0
2024-05-20,East_Zone,13676,11668,15685,34.1,Summer,0,0
2024-05-21,East_Zone,13601,11592,15610,32.5,Summer,0,0
2024-05-22,East_Zone,13696,11687,15705,34.6,Summer,0,0
2024-05-23,East_Zone,13762,11753,15771,34.6,Summer,0,0
2024-05-24,East_Zone,14062,12053,16071,35.7,Summer,0,0
2024-05-25,East_Zone,13870,11861,15879,35.6,Summer,0,0
2024-05-26,East_Zone,14548,12539,16557,38.6,Summer,0,0
2024-05-27,East_Zone,13584,11575,15593,35.4,Summer,0,0
2024-05-28,East_Zone,13554,11546,15563,32.6,Summer,0,0
2024-05-29,East_Zone,14210,12201,16219,35.8,Summer,0,0
2024-05-30,East_Zone,13890,11881,15899,34.8,Summer,0,0
2024-05-31,East_Zone,13689,11681,15698,33.2,Summer,0,0
2024-06-01,East_Zone,11206,9197,13215,27.8,Monsoon,0,0
2024-06-02,East_Zone,11560,9552,13569,29.6,Monsoon,0,0
2024-06-03,East_Zone,11247,9239,13256,26.4,Monsoon,0,0
2024-06-04,East_Zone,11459,9450,13468,28.2,Monsoon,0,0
2024-06-05,East_Zone,11476,9467,13485,28.5,Monsoon,0,0
2024-06-06,East_Zone,10058,8049,12067,23.0,Monsoon,0,0
2024-06-07,East_Zone,12354,10346,14363,31.8,Monsoon,0,0
2024-06-08,East_Zone,11191,9182,13200,28.1,Monsoon,0,0
2024-06-09,East_Zone,10866,8857,12875,25.1,Monsoon,0,0
2024-06-10,East_Zone,11865,9856,13873,29.7,Monsoon,0,0
2024-06-11,East_Zone,11168,9160,13177,27.6,Monsoon,0,0
2024-06-12,East_Zone,11444,9435,13452,28.7,Monsoon,0,0
2024-06-13,East_Zone,11061,9052,13070,27.4,Monsoon,0,0
2024-06-14,East_Zone,11091,9082,13100,27.9,Monsoon,0,0
2024-06-15,East_Zone,11579,9570,13588,29.0,Monsoon,0,0
2024-06-16,East_Zone,10934,8925,12943,24.6,Monsoon,0,0
2024-06-17,East_Zone,11514,9505,13523,28.6,Monsoon,0,0
2024-06-18,East_Zone,10930,8921,12938,25.6,Monsoon,0,0
2024-06-19,East_Zone,11383,9374,13392,28.1,Monsoon,0,0
2024-06-20,East_Zone,12206,10198,14215,31.3,Monsoon,0,0
2024-06-21,East_Zone,11498,9490,13507,29.5,Monsoon,0,0
2024-06-22,East_Zone,11328,9319,13337,28.5,Monsoon,0,0
2024-06-23,East_Zone,11347,9338,13356,28.6,Monsoon,0,0
2024-06-24,East_Zone,11114,9105,13123,27.7,Monsoon,0,0
2024-06-25,East_Zone,11052,9043,13061,26.3,Monsoon,0,0
2024-06-26,East_Zone,10967,8958,12976,27.9,Monsoon,0,0
2024-06-27,East_Zone,10646,8637,12655,26.1,Monsoon,0,0
2024-06-28,East_Zone,11592,9583,13601,29.1,Monsoon,0,0
2024-06-29,East_Zone,11159,9150,13167,27.8,Monsoon,0,0
2024-06-30,East_Zone,11081,9072,13090,27.1,Monsoon,0,0
2024-07-01,East_Zone,10944,8935,12953,25.5,Monsoon,0,0
2024-07-02,East_Zone,11790,9781,13799,29.6,Monsoon,0,0
2024-07-03,East_Zone,12503,10494,14512,32.4,Monsoon,0,0
2024-07-04,East_Zone,11660,9651,13669,29.3,Monsoon,0,0
2024-07-05,East_Zone,10853,8844,12861,27.0,Monsoon,0,0
2024-07-06,East_Zone,10929,8920,12938,27.7,Monsoon,0,0
2024-07-07,East_Zone,11615,9606,13623,30.2,Monsoon,0,0
2024-07-08,East_Zone,11779,9770,13788,30.0,Monsoon,0,0
2024-07-09,East_Zone,11662,9653,13671,29.2,Monsoon,0,0
2024-07-10,East_Zone,10667,8658,12676,24.5,Monsoon,0,0
2024-07-11,East_Zone,10924,8916,12933,27.0,Monsoon,0,0
2024-07-12,East_Zone,10642,8634,12651,25.6,Monsoon,0,0
2024-07-13,East_Zone,11163,9154,13172,27.1,Monsoon,0,0
2024-07-14,East_Zone,10899,8890,12908,26.3,Monsoon,0,0
2024-07-15,East_Zone,12400,10391,14409,31.3,Monsoon,0,0
2024-07-16,East_Zone,10905,8896,12914,25.5,Monsoon,0,0
2024-07-17,East_Zone,10894,8885,12902,27.4,Monsoon,0,0
2024-07-18,East_Zone,11062,9053,13071,28.1,Monsoon,0,0
2024-07-19,East_Zone,10300,8291,12309,23.3,Monsoon,0,0
2024-07-20,East_Zone,10709,8700,12718,25.8,Monsoon,0,0
2024-07-21,East_Zone,10926,8917,12935,27.0,Monsoon,0,0
2024-07-22,East_Zone,11724,9715,13733,29.4,Monsoon,0,0
2024-07-23,East_Zone,11033,9024,13042,26.9,Monsoon,0,0
2024-07-24,East_Zone,10774,8765,12782,25.8,Monsoon,0,0
2024-07-25,East_Zone,11287,9278,13296,27.9,Monsoon,0,0
2024-07-26,East_Zone,11548,9539,13557,28.7,Monsoon,0,0
2024-07-27,East_Zone,10973,8964,12982,27.2,Monsoon,0,0
2024-07-28,East_Zone,11604,9595,13613,29.2,Monsoon,0,0
2024-07-29,East_Zone,11672,9663,13681,29.6,Monsoon,0,0
2024-07-30,East_Zone,11798,9789,13807,29.2,Monsoon,0,0
2024-07-31,East_Zone,10934,8926,12943,27.5,Monsoon,0,0
2024-08-01,East_Zone,11088,9080,13097,24.8,Monsoon,0,0
2024-08-02,East_Zone,10772,8763,12780,26.7,Monsoon,0,0
2024-08-03,East_Zone,10917,8908,12926,27.9,Monsoon,0,0
2024-08-04,East_Zone,12288,10279,14296,32.0,Monsoon,0,0
2024-08-05,East_Zone,11277,9268,13286,27.4,Monsoon,0,0
2024-08-06,East_Zone,11759,9750,13767,30.5,Monsoon,0,0
2024-08-07,East_Zone,11589,9580,13598,30.1,Monsoon,0,0
2024-08-08,East_Zone,11449,9440,13458,28.4,Monsoon,0,0
2024-08-09,East_Zone,11797,9788,13806,30.8,Monsoon,0,0
2024-08-10,East_Zone,10728,8719,12737,26.0,Monsoon,0,0
2024-08-11,East_Zone,11758,9749,13766,30.2,Monsoon,0,0
2024-08-12,East_Zone,10862,8853,12871,26.7,Monsoon,0,0
2024-08-13,East_Zone,10872,8863,12881,26.8,Monsoon,0,0
2024-08-14,East_Zone,10866,8857,12874,27.5,Monsoon,0,0
2024-08-15,East_Zone,11583,9574,13592,29.4,Monsoon,0,0
2024-08-16,East_Zone,10936,8928,12945,28.1,Monsoon,0,0
2024-08-17,East_Zone,12239,10230,14248,32.1,Monsoon,0,0
2024-08-18,East_Zone,11762,9754,13771,30.5,Monsoon,0,0
2024-08-19,East_Zone,10815,8806,12823,26.8,Monsoon,0,0
2024-08-20,East_Zone,11517,9508,13526,28.6,Monsoon,0,0
2024-08-21,East_Zone,12149,10140,14157,31.5,Monsoon,0,0
2024-08-22,East_Zone,10696,8687,12705,25.3,Monsoon,0,0
2024-08-23,East_Zone,11142,9133,13151,28.2,Monsoon,0,0
2024-08-24,East_Zone,11437,9428,13446,28.6,Monsoon,0,0
2024-08-25,East_Zone,11140,9131,13148,28.2,Monsoon,0,0
2024-08-26,East_Zone,11664,9656,13673,28.6,Monsoon,0,0
2024-08-27,East_Zone,11463,9454,13472,28.1,Monsoon,0,0
2024-08-28,East_Zone,11876,9868,13885,30.5,Monsoon,0,0
2024-08-29,East_Zone,11732,9724,13741,29.6,Monsoon,0,0
2024-08-30,East_Zone,10845,8837,12854,26.9,Monsoon,0,0
2024-08-31,East_Zone,11370,9361,13379,28.3,Monsoon,0,0
2024-09-01,East_Zone,11446,9437,13455,26.1,Autumn,0,0
2024-09-02,East_Zone,11400,9391,13409,26.7,Autumn,0,0
2024-09-03,East_Zone,10373,8364,12382,22.7,Autumn,0,0
2024-09-04,East_Zone,10588,8579,12597,23.9,Autumn,0,0
2024-09-05,East_Zone,11496,9487,13505,26.5,Autumn,0,0
2024-09-06,East_Zone,10880,8871,12889,24.6,Autumn,0,0
2024-09-07,East_Zone,11050,9041,13059,24.8,Autumn,0,0
2024-09-08,East_Zone,10607,8598,12615,23.7,Autumn,0,0
2024-09-09,East_Zone,10668,8659,12677,24.1,Autumn,0,0
2024-09-10,East_Zone,10616,8607,12625,24.1,Autumn,0,0
2024-09-11,East_Zone,11821,9812,13829,28.7,Autumn,0,0
2024-09-12,East_Zone,10107,8098,12116,21.7,Autumn,0,0
2024-09-13,East_Zone,10427,8418,12435,24.3,Autumn,0,0
2024-09-14,East_Zone,10644,8635,12653,24.0,Autumn,0,0
2024-09-15,East_Zone,11257,9249,13266,25.2,Autumn,0,0
2024-09-16,East_Zone,11180,9171,13189,26.0,Autumn,0,0
2024-09-17,East_Zone,10678,8669,12687,23.2,Autumn,0,0
2024-09-18,East_Zone,11126,9117,13135,24.9,Autumn,0,0
2024-09-19,East_Zone,11212,9203,13220,26.5,Autumn,0,0
2024-09-20,East_Zone,10996,8987,13005,24.4,Autumn,0,0
2024-09-21,East_Zone,10303,8294,12312,22.0,Autumn,0,0
2024-09-22,East_Zone,11070,9061,13078,25.4,Autumn,0,0
2024-09-23,East_Zone,11027,9018,13036,25.7,Autumn,0,0
2024-09-24,East_Zone,11212,9203,13221,25.7,Autumn,0,0
2024-09-25,East_Zone,10634,8625,12643,23.6,Autumn,0,0
2024-09-26,East_Zone,10250,8241,12259,22.9,Autumn,0,0
2024-09-27,East_Zone,10229,8220,12238,22.7,Autumn,0,0
2024-09-28,East_Zone,11537,9529,13546,27.8,Autumn,0,0
2024-09-29,East_Zone,10239,8230,12247,22.7,Autumn,0,0
2024-09-30,East_Zone,10035,8026,12044,21.0,Autumn,0,0
2024-10-01,East_Zone,15371,13362,17380,26.4,Autumn,1,0
2024-10-02,East_Zone,15334,13325,17343,25.1,Autumn,1,0
2024-10-03,East_Zone,14644,12635,16653,23.6,Autumn,1,0
2024-10-04,East_Zone,14804,12795,16813,22.0,Autumn,1,0
2024-10-05,East_Zone,10397,8388,12405,23.1,Autumn,0,0
2024-10-06,East_Zone,10410,8402,12419,22.7,Autumn,0,0
2024-10-07,East_Zone,14128,12120,16137,21.8,Autumn,1,0
2024-10-08,East_Zone,15224,13216,17233,25.4,Autumn,1,0
2024-10-09,East_Zone,14303,12294,16312,21.7,Autumn,1,0
2024-10-10,East_Zone,15070,13061,17078,26.1,Autumn,1,0
2024-10-11,East_Zone,13913,11904,15922,20.8,Autumn,1,0
2024-10-12,East_Zone,14397,12388,16406,23.5,Autumn,1,0
2024-10-13,East_Zone,15170,13161,17179,25.8,Autumn,1,0
2024-10-14,East_Zone,15150,13141,17158,24.8,Autumn,1,0
2024-10-15,East_Zone,15357,13348,17366,25.0,Autumn,1,0
2024-10-16,East_Zone,15485,13476,17494,29.0,Autumn,1,0
2024-10-17,East_Zone,14928,12920,16937,25.3,Autumn,1,0
2024-10-18,East_Zone,15080,13071,17089,24.7,Autumn,1,0
2024-10-19,East_Zone,15129,13120,17138,25.5,Autumn,1,0
2024-10-20,East_Zone,15429,13420,17438,28.5,Autumn,1,0
2024-10-21,East_Zone,15399,13391,17408,26.6,Autumn,1,0
2024-10-22,East_Zone,15223,13215,17232,24.6,Autumn,1,0
2024-10-23,East_Zone,15168,13160,17177,24.5,Autumn,1,0
2024-10-24,East_Zone,15326,13318,17335,26.7,Autumn,1,0
2024-10-25,East_Zone,14271,12263,16280,21.5,Autumn,1,0
2024-10-26,East_Zone,14421,12412,16429,24.0,Autumn,1,0
2024-10-27,East_Zone,14332,12324,16341,23.5,Autumn,1,0
2024-10-28,East_Zone,10149,8140,12158,21.9,Autumn,0,0
2024-10-29,East_Zone,14587,12578,16596,22.5,Autumn,1,0
2024-10-30,East_Zone,15335,13326,17343,25.8,Autumn,1,0
2024-10-31,East_Zone,11038,9029,13047,24.8,Autumn,0,0
2024-11-01,East_Zone,14968,12959,16977,27.3,Autumn,1,0
2024-11-02,East_Zone,15077,13068,17086,25.1,Autumn,1,0
2024-11-03,East_Zone,14556,12547,16565,24.4,Autumn,1,0
2024-11-04,East_Zone,14482,12473,16491,24.3,Autumn,1,0
2024-11-05,East_Zone,11269,9260,13278,25.6,Autumn,0,0
2024-11-06,East_Zone,15070,13061,17078,25.1,Autumn,1,0
2024-11-07,East_Zone,15134,13125,17142,25.1,Autumn,1,0
2024-11-08,East_Zone,15141,13133,17150,25.8,Autumn,1,0
2024-11-09,East_Zone,15409,13400,17418,26.0,Autumn,1,0
2024-11-10,East_Zone,14498,12489,16507,22.3,Autumn,1,0
2024-11-11,East_Zone,14201,12192,16210,21.4,Autumn,1,0
2024-11-12,East_Zone,14449,12440,16458,24.3,Autumn,1,0
2024-11-13,East_Zone,14605,12596,16614,23.5,Autumn,1,0
2024-11-14,East_Zone,13967,11958,15976,20.8,Autumn,1,0
2024-11-15,East_Zone,14681,12672,16690,22.0,Autumn,1,0
2024-11-16,East_Zone,15465,13456,17474,26.7,Autumn,1,0
2024-11-17,East_Zone,15520,13511,17529,26.7,Autumn,1,0
2024-11-18,East_Zone,15366,13357,17375,26.1,Autumn,1,0
2024-11-19,East_Zone,15325,13316,17334,24.9,Autumn,1,0
2024-11-20,East_Zone,15984,13975,17993,27.9,Autumn,1,0
2024-11-21,East_Zone,15468,13459,17477,24.8,Autumn,1,0
2024-11-22,East_Zone,16017,14008,18026,29.7,Autumn,1,0
2024-11-23,East_Zone,14660,12651,16669,22.2,Autumn,1,0
2024-11-24,East_Zone,15638,13629,17647,25.9,Autumn,1,0
2024-11-25,East_Zone,15784,13775,17793,25.5,Autumn,1,0
2024-11-26,East_Zone,14714,12705,16723,22.3,Autumn,1,0
2024-11-27,East_Zone,14788,12779,16797,22.8,Autumn,1,0
2024-11-28,East_Zone,15423,13414,17432,24.7,Autumn,1,0
2024-11-29,East_Zone,10615,8606,12624,23.5,Autumn,0,0
2024-11-30,East_Zone,14641,12632,16650,23.2,Autumn,1,0
2024-12-01,East_Zone,9240,7231,11249,16.8,Winter,0,0
2024-12-02,East_Zone,8397,6388,10405,12.8,Winter,0,0
2024-12-03,East_Zone,9385,7376,11393,16.2,Winter,0,0
2024-12-04,East_Zone,9454,7445,11463,17.3,Winter,0,0
2024-12-05,East_Zone,8280,6271,10289,13.6,Winter,0,0
2024-12-06,East_Zone,9632,7624,11641,18.3,Winter,0,0
2024-12-07,East_Zone,9286,7277,11295,16.3,Winter,0,0
2024-12-08,East_Zone,8617,6608,10626,14.9,Winter,0,0
2024-12-09,East_Zone,9375,7366,11384,16.5,Winter,0,0
2024-12-10,East_Zone,8990,6981,10999,16.0,Winter,0,0
2024-12-11,East_Zone,8112,6103,10121,13.0,Winter,0,0
2024-12-12,East_Zone,9255,7246,11264,17.1,Winter,0,0
2024-12-13,East_Zone,8839,6830,10848,16.0,Winter,0,0
2024-12-14,East_Zone,8413,6404,10422,12.7,Winter,0,0
2024-12-15,East_Zone,8703,6694,10711,13.9,Winter,0,0
2024-12-16,East_Zone,9009,7000,11017,15.6,Winter,0,0
2024-12-17,East_Zone,9176,7167,11184,15.3,Winter,0,0
2024-12-18,East_Zone,8369,6360,10378,13.0,Winter,0,0
2024-12-19,East_Zone,10139,8130,12148,18.9,Winter,0,0
2024-12-20,East_Zone,8510,6501,10518,13.6,Winter,0,0
2024-12-21,East_Zone,8364,6355,10373,13.4,Winter,0,0
2024-12-22,East_Zone,8545,6536,10554,13.0,Winter,0,0
2024-12-23,East_Zone,8326,6317,10334,12.4,Winter,0,0
2024-12-24,East_Zone,9272,7263,11281,15.3,Winter,0,0
2024-12-25,East_Zone,8107,6098,10116,13.3,Winter,0,0
2024-12-26,East_Zone,9847,7838,11855,18.6,Winter,0,0
2024-12-27,East_Zone,8907,6898,10915,15.1,Winter,0,0
2024-12-28,East_Zone,8377,6368,10385,13.3,Winter,0,0
2024-12-29,East_Zone,9069,7060,11078,14.6,Winter,0,0
2024-12-30,East_Zone,9222,7213,11231,16.4,Winter,0,0
2024-12-31,East_Zone,7313,5305,9322,10.5,Winter,0,0
2024-01-01,West_Zone,7844,5836,9853,15.4,Winter,0,1
2024-01-02,West_Zone,7702,5693,9710,13.7,Winter,0,1
2024-01-03,West_Zone,8149,6140,10158,15.2,Winter,0,1
2024-01-04,West_Zone,8011,6002,10020,15.6,Winter,0,1
2024-01-05,West_Zone,8046,6037,10055,15.9,Winter,0,1
2024-01-06,West_Zone,7361,5352,9370,11.6,Winter,0,1
2024-01-07,West_Zone,7562,5553,9571,13.0,Winter,0,1
2024-01-08,West_Zone,7575,5566,9584,13.5,Winter,0,1
2024-01-09,West_Zone,8442,6433,10451,17.7,Winter,0,1
2024-01-10,West_Zone,7762,5753,9771,14.2,Winter,0,1
2024-01-11,West_Zone,8054,6045,10063,14.7,Winter,0,1
2024-01-12,West_Zone,8016,6008,10025,14.8,Winter,0,1
2024-01-13,West_Zone,7896,5887,9905,14.7,Winter,0,1
2024-01-14,West_Zone,8135,6126,10144,16.1,Winter,0,1
2024-01-15,West_Zone,7743,5734,9752,12.7,Winter,0,1
2024-01-16,West_Zone,7980,5971,9988,14.0,Winter,0,1
2024-01-17,West_Zone,8592,6583,10601,17.0,Winter,0,1
2024-01-18,West_Zone,8489,6480,10498,16.6,Winter,0,1
2024-01-19,West_Zone,8019,6010,10027,14.4,Winter,0,1
2024-01-20,West_Zone,8437,6428,10446,16.4,Winter,0,1
2024-01-21,West_Zone,8228,6219,10237,14.7,Winter,0,1
2024-01-22,West_Zone,7944,5935,9953,13.7,Winter,0,1
2024-01-23,West_Zone,8241,6232,10250,16.1,Winter,0,1
2024-01-24,West_Zone,8465,6456,10474,15.9,Winter,0,1
2024-01-25,West_Zone,9018,7009,11027,18.4,Winter,0,1
2024-01-26,West_Zone,7698,5689,9706,12.0,Winter,0,1
2024-01-27,West_Zone,8108,6100,10117,15.1,Winter,0,1
2024-01-28,West_Zone,8100,6091,10109,15.2,Winter,0,1
2024-01-29,West_Zone,8173,6164,10182,14.6,Winter,0,1
2024-01-30,West_Zone,8764,6755,10773,16.8,Winter,0,1
2024-01-31,West_Zone,8070,6061,10079,15.8,Winter,0,1
2024-02-01,West_Zone,8805,6796,10814,18.9,Winter,0,1
2024-02-02,West_Zone,7643,5634,9652,12.9,Winter,0,1
2024-02-03,West_Zone,8666,6657,10675,17.0,Winter,0,1
2024-02-04,West_Zone,7761,5752,9770,13.7,Winter,0,1
2024-02-05,West_Zone,8262,6253,10271,14.9,Winter,0,1
2024-02-06,West_Zone,8260,6251,10268,15.6,Winter,0,1
2024-02-07,West_Zone,7561,5552,9570,11.9,Winter,0,1
2024-02-08,West_Zone,7943,5934,9952,14.9,Winter,0,1
2024-02-09,West_Zone,8222,6213,10231,14.6,Winter,0,1
2024-02-10,West_Zone,8134,6125,10142,16.3,Winter,0,1
2024-02-11,West_Zone,8131,6122,10139,16.0,Winter,0,1
2024-02-12,West_Zone,8019,6010,10028,15.3,Winter,0,1
2024-02-13,West_Zone,8461,6452,10470,16.7,Winter,0,1
2024-02-14,West_Zone,8193,6184,10202,15.9,Winter,0,1
2024-02-15,West_Zone,8057,6048,10066,14.7,Winter,0,1
2024-02-16,West_Zone,7696,5687,9705,12.6,Winter,0,1
2024-02-17,West_Zone,7650,5641,9659,13.7,Winter,0,1
2024-02-18,West_Zone,8797,6788,10806,17.1,Winter,0,1
2024-02-19,West_Zone,8043,6034,10052,15.1,Winter,0,1
2024-02-20,West_Zone,8766,6757,10775,17.0,Winter,0,1
2024-02-21,West_Zone,7900,5891,9908,13.6,Winter,0,1
2024-02-22,West_Zone,8130,6121,10138,15.8,Winter,0,1
2024-02-23,West_Zone,7675,5666,9684,13.4,Winter,0,1
2024-02-24,West_Zone,8487,6478,10496,17.1,Winter,0,1
2024-02-25,West_Zone,8649,6640,10658,16.6,Winter,0,1
2024-02-26,West_Zone,7881,5872,9889,13.0,Winter,0,1
2024-02-27,West_Zone,8231,6223,10240,15.6,Winter,0,1
2024-02-28,West_Zone,8219,6210,10228,15.9,Winter,0,1
2024-02-29,West_Zone,8219,6210,10228,15.9,Winter,0,1
2024-03-01,West_Zone,15640,13631,17649,35.7,Summer,1,1
2024-03-02,West_Zone,15382,13373,17390,33.0,Summer,1,1
2024-03-03,West_Zone,12757,10748,14766,35.4,Summer,0,1
2024-03-04,West_Zone,13581,11572,15590,37.9,Summer,0,1
2024-03-05,West_Zone,14242,12233,16250,39.3,Summer,0,1
2024-03-06,West_Zone,15267,13258,17276,34.1,Summer,1,1
2024-03-07,West_Zone,15624,13615,17633,35.7,Summer,1,1
2024-03-08,West_Zone,15032,13023,17041,34.4,Summer,1,1
2024-03-09,West_Zone,12702,10693,14711,35.0,Summer,0,1
2024-03-10,West_Zone,15177,13168,17185,34.4,Summer,1,1
2024-03-11,West_Zone,13094,11085,15103,36.2,Summer,0,1
2024-03-12,West_Zone,12003,9994,14012,31.0,Summer,0,1
2024-03-13,West_Zone,12619,10610,14628,34.5,Summer,0,1
2024-03-14,West_Zone,17482,15473,19491,42.3,Summer,1,1
2024-03-15,West_Zone,14831,12822,16840,31.8,Summer,1,1
2024-03-16,West_Zone,13759,11750,15767,36.9,Summer,0,1
2024-03-17,West_Zone,13918,11909,15927,38.6,Summer,0,1
2024-03-18,West_Zone,13107,11098,15116,36.1,Summer,0,1
2024-03-19,West_Zone,12774,10765,14782,35.1,Summer,0,1
2024-03-20,West_Zone,12669,10660,14678,35.6,Summer,0,1
2024-03-21,West_Zone,14012,12003,16021,39.3,Summer,0,1
2024-03-22,West_Zone,15127,13118,17136,33.9,Summer,1,1
2024-03-23,West_Zone,15154,13146,17163,33.5,Summer,1,1
2024-03-24,West_Zone,14872,12863,16881,33.2,Summer,1,1
2024-03-25,West_Zone,13491,11482,15500,38.0,Summer,0,1
2024-03-26,West_Zone,15211,13202,17220,34.0,Summer,1,1
2024-03-27,West_Zone,12065,10056,14074,31.2,Summer,0,1
2024-03-28,West_Zone,14871,12862,16880,31.9,Summer,1,1
2024-03-29,West_Zone,12593,10584,14602,33.1,Summer,0,1
2024-03-30,West_Zone,12193,10184,14202,31.7,Summer,0,1
2024-03-31,West_Zone,15371,13363,17380,34.1,Summer,1,1
2024-04-01,West_Zone,12492,10484,14501,34.9,Summer,0,1
2024-04-02,West_Zone,12269,10260,14278,34.3,Summer,0,1
2024-04-03,West_Zone,12640,10631,14649,35.1,Summer,0,1
2024-04-04,West_Zone,12268,10259,14277,33.3,Summer,0,1
2024-04-05,West_Zone,12815,10806,14824,35.8,Summer,0,1
2024-04-06,West_Zone,12661,10652,14670,33.6,Summer,0,1
2024-04-07,West_Zone,12527,10518,14536,33.3,Summer,0,1
2024-04-08,West_Zone,12953,10944,14962,35.9,Summer,0,1
2024-04-09,West_Zone,12822,10813,14831,36.2,Summer,0,1
2024-04-10,West_Zone,11396,9387,13405,30.2,Summer,0,1
2024-04-11,West_Zone,12493,10484,14502,33.4,Summer,0,1
2024-04-12,West_Zone,12546,10538,14555,34.9,Summer,0,1
2024-04-13,West_Zone,12378,10369,14387,33.2,Summer,0,1
2024-04-14,West_Zone,13720,11711,15729,37.7,Summer,0,1
2024-04-15,West_Zone,12526,10517,14535,35.0,Summer,0,1
