Date,Region,Political_Stability_Index,Plastic_Ban_Active,Economic_Index,Consumer_Confidence,Tourism_Index,Election_Period,Water_Tax_Rate,Govt_Subsidy_Active
2023-08-27,North_Zone,73.2,1,107.03,57.9,32.3,0,5.5,0
2023-08-28,North_Zone,80.5,1,106.8,58.5,28.5,0,5.5,0
2023-08-29,North_Zone,82.4,1,105.8,49.7,29.3,0,5.5,0
2023-08-30,North_Zone,80.9,1,106.6,55.5,38.7,0,5.5,0
2023-08-31,North_Zone,77.5,1,106.2,53.8,34.8,0,5.5,0
2023-09-01,North_Zone,79.2,1,105.26,55.9,60.1,0,5.5,0
2023-09-02,North_Zone,80.1,1,106.07,53.8,62.2,0,5.5,0
2023-09-03,North_Zone,79.7,1,106.66,60.8,54.7,0,5.5,0
2023-09-04,North_Zone,81.7,1,106.51,55.3,61.8,0,5.5,0
2023-09-05,North_Zone,80.8,1,104.5,58.7,62.1,0,5.5,0
2023-09-06,North_Zone,76.3,1,106.34,51.7,54.9,0,5.5,0
2023-09-07,North_Zone,78.1,1,106.19,54.4,63.0,0,5.5,0
2023-09-08,North_Zone,76.5,1,104.25,52.2,61.2,0,5.5,0
2023-09-09,North_Zone,78.5,1,105.33,56.7,61.3,0,5.5,0
2023-09-10,North_Zone,72.4,1,106.62,50.9,68.3,0,5.5,0
2023-09-11,North_Zone,83.8,1,107.5,49.2,60.6,0,5.5,0
2023-09-12,North_Zone,75.7,1,104.46,52.3,55.4,0,5.5,0
2023-09-13,North_Zone,76.5,1,107.07,58.1,60.7,0,5.5,0
2023-09-14,North_Zone,78.2,1,104.2,51.4,60.1,0,5.5,0
2023-09-15,North_Zone,73.9,1,107.47,57.1,54.5,0,5.5,0
2023-09-16,North_Zone,77.0,1,105.83,52.7,49.9,0,5.5,0
2023-09-17,North_Zone,78.5,1,105.34,48.1,59.7,0,5.5,0
2023-09-18,North_Zone,82.9,1,106.4,59.0,64.7,0,5.5,0
2023-09-19,North_Zone,78.4,1,105.08,57.6,64.8,0,5.5,0
2023-09-20,North_Zone,76.8,1,106.55,55.5,61.4,0,5.5,0
2023-09-21,North_Zone,74.6,1,105.9,55.5,67.9,0,5.5,0
2023-09-22,North_Zone,84.4,1,102.21,53.1,60.9,0,5.5,0
2023-09-23,North_Zone,78.2,1,105.21,51.0,59.0,0,5.5,0
2023-09-24,North_Zone,78.2,1,106.2,60.7,61.0,0,5.5,0
2023-09-25,North_Zone,73.9,1,107.08,55.4,56.3,0,5.5,0
2023-09-26,North_Zone,79.6,1,106.34,57.0,53.7,0,5.5,0
2023-09-27,North_Zone,76.2,1,107.05,53.8,55.1,0,5.5,0
2023-09-28,North_Zone,82.4,1,105.11,56.8,57.6,0,5.5,0
2023-09-29,North_Zone,79.4,1,106.73,60.3,64.3,0,5.5,0
2023-09-30,North_Zone,78.4,1,106.74,56.4,52.8,0,5.5,0
2023-10-01,North_Zone,74.0,1,104.37,56.2,55.1,0,5.5,0
2023-10-02,North_Zone,77.7,1,107.1,59.4,76.0,0,5.5,0
2023-10-03,North_Zone,77.4,1,106.33,58.4,70.2,0,5.5,0
2023-10-04,North_Zone,78.4,1,105.72,59.5,59.0,0,5.5,0
2023-10-05,North_Zone,72.1,1,105.71,56.6,58.1,0,5.5,0
2023-10-06,North_Zone,75.3,1,104.97,56.3,69.7,0,5.5,0
2023-10-07,North_Zone,76.5,1,106.64,56.6,62.8,0,5.5,0
2023-10-08,North_Zone,79.5,1,106.32,59.0,61.3,0,5.5,0
2023-10-09,North_Zone,72.2,1,106.6,53.9,61.0,0,5.5,0
2023-10-10,North_Zone,82.1,1,106.1,57.6,62.0,0,5.5,0
2023-10-11,North_Zone,81.7,1,106.24,64.7,69.2,0,5.5,0
2023-10-12,North_Zone,75.0,1,105.74,56.7,58.1,0,5.5,0
2023-10-13,North_Zone,85.4,1,107.12,51.1,60.8,0,5.5,0
2023-10-14,North_Zone,78.7,1,106.66,54.5,72.1,0,5.5,0
2023-10-15,North_Zone,77.7,1,106.23,58.0,64.5,0,5.5,0
2023-10-16,North_Zone,79.8,1,105.93,52.7,68.5,0,5.5,0
2023-10-17,North_Zone,79.3,1,104.31,50.8,57.1,0,5.5,0
2023-10-18,North_Zone,78.4,1,104.1,49.1,62.3,0,5.5,0
2023-10-19,North_Zone,74.7,1,105.73,54.5,60.9,0,5.5,0
2023-10-20,North_Zone,76.7,1,107.38,62.4,65.0,0,5.5,0
2023-10-21,North_Zone,79.1,1,105.42,53.0,64.9,0,5.5,0
2023-10-22,North_Zone,80.5,1,105.47,58.7,67.8,0,5.5,0
2023-10-23,North_Zone,82.3,1,105.17,54.0,76.1,0,5.5,0
2023-10-24,North_Zone,76.6,1,104.87,53.4,56.8,0,5.5,0
2023-10-25,North_Zone,78.2,1,105.26,57.2,53.2,0,5.5,0
2023-10-26,North_Zone,76.0,1,106.46,49.4,63.2,0,5.5,0
2023-10-27,North_Zone,81.3,1,105.71,62.0,54.6,0,5.5,0
2023-10-28,North_Zone,77.1,1,105.68,57.4,55.1,0,5.5,0
2023-10-29,North_Zone,76.2,1,105.61,59.4,61.0,0,5.5,0
2023-10-30,North_Zone,78.2,1,106.49,54.6,63.7,0,5.5,0
2023-10-31,North_Zone,73.0,1,106.66,57.6,58.3,0,5.5,0
2023-11-01,North_Zone,79.6,1,104.41,58.5,59.0,0,5.5,0
2023-11-02,North_Zone,77.1,1,105.54,54.9,59.4,0,5.5,0
2023-11-03,North_Zone,86.3,1,106.23,52.0,55.4,0,5.5,0
2023-11-04,North_Zone,76.1,1,106.78,51.9,58.1,0,5.5,0
2023-11-05,North_Zone,77.2,1,106.48,53.9,51.9,0,5.5,0
2023-11-06,North_Zone,81.1,1,107.2,56.8,63.7,0,5.5,0
2023-11-07,North_Zone,80.3,1,104.99,54.3,73.9,0,5.5,0
2023-11-08,North_Zone,81.1,1,106.83,53.8,60.3,0,5.5,0
2023-11-09,North_Zone,77.2,1,108.49,59.1,66.0,0,5.5,0
2023-11-10,North_Zone,74.6,1,106.51,53.8,58.7,0,5.5,0
2023-11-11,North_Zone,86.0,1,106.57,53.2,53.3,0,5.5,0
2023-11-12,North_Zone,79.5,1,107.03,59.6,71.3,0,5.5,0
2023-11-13,North_Zone,78.7,1,105.98,57.6,55.8,0,5.5,0
2023-11-14,North_Zone,80.4,1,105.61,50.3,64.7,0,5.5,0
2023-11-15,North_Zone,74.1,1,106.63,50.3,61.1,0,5.5,0
2023-11-16,North_Zone,76.6,1,104.95,50.5,65.9,0,5.5,0
2023-11-17,North_Zone,74.9,1,107.02,55.7,59.7,0,5.5,0
2023-11-18,North_Zone,78.5,1,107.22,60.6,54.2,0,5.5,0
2023-11-19,North_Zone,73.9,1,105.07,60.8,56.7,0,5.5,0
2023-11-20,North_Zone,80.0,1,106.87,58.7,71.8,0,5.5,0
2023-11-21,North_Zone,81.6,1,106.51,63.3,61.6,0,5.5,0
2023-11-22,North_Zone,81.4,1,108.23,57.1,70.9,0,5.5,0
2023-11-23,North_Zone,79.3,1,108.09,60.7,58.2,0,5.5,0
2023-11-24,North_Zone,78.6,1,107.65,53.8,75.6,0,5.5,0
2023-11-25,North_Zone,76.7,1,108.05,50.0,53.6,0,5.5,0
2023-11-26,North_Zone,79.3,1,106.5,54.4,72.1,0,5.5,0
2023-11-27,North_Zone,77.7,1,107.16,55.4,71.1,0,5.5,0
2023-11-28,North_Zone,72.4,1,106.67,66.0,56.1,0,5.5,0
2023-11-29,North_Zone,76.1,1,105.96,55.4,56.5,0,5.5,0
2023-11-30,North_Zone,80.4,1,107.07,51.8,64.1,0,5.5,0
2023-12-01,North_Zone,74.6,1,106.93,59.6,72.6,0,5.5,0
2023-12-02,North_Zone,74.6,1,106.84,52.7,81.5,0,5.5,0
2023-12-03,North_Zone,77.4,1,107.01,56.4,70.8,0,5.5,0
2023-12-04,North_Zone,71.5,1,107.16,59.4,72.3,0,5.5,0
2023-12-05,North_Zone,80.2,1,108.02,52.5,73.6,0,5.5,0
2023-12-06,North_Zone,79.9,1,106.58,61.7,66.6,0,5.5,0
2023-12-07,North_Zone,80.8,1,105.92,59.9,65.5,0,5.5,0
2023-12-08,North_Zone,78.7,1,107.91,57.6,65.1,0,5.5,0
2023-12-09,North_Zone,75.4,1,108.12,63.3,55.5,0,5.5,0
2023-12-10,North_Zone,74.3,1,107.65,54.5,71.6,0,5.5,0
2023-12-11,North_Zone,79.7,1,106.19,58.7,65.5,0,5.5,0
2023-12-12,North_Zone,80.1,1,107.23,57.0,69.3,0,5.5,0
2023-12-13,North_Zone,74.6,1,107.68,53.5,77.1,0,5.5,0
2023-12-14,North_Zone,74.2,1,106.35,53.1,67.3,0,5.5,0
2023-12-15,North_Zone,77.9,1,106.69,63.8,75.4,0,5.5,0
2023-12-16,North_Zone,78.4,1,107.34,60.2,64.1,0,5.5,0
2023-12-17,North_Zone,80.8,1,108.71,60.0,68.6,0,5.5,0
2023-12-18,North_Zone,80.0,1,107.78,53.6,80.7,0,5.5,0
2023-12-19,North_Zone,77.8,1,107.02,58.6,69.9,0,5.5,0
2023-12-20,North_Zone,81.1,1,107.42,54.5,78.4,0,5.5,0
2023-12-21,North_Zone,77.0,1,106.99,62.6,83.8,0,5.5,0
2023-12-22,North_Zone,77.1,1,107.28,60.8,69.9,0,5.5,0
2023-12-23,North_Zone,80.5,1,108.45,60.1,68.7,0,5.5,0
2023-12-24,North_Zone,80.9,1,105.84,58.6,61.2,0,5.5,0
2023-12-25,North_Zone,81.0,1,109.11,56.3,73.5,0,5.5,0
2023-12-26,North_Zone,77.5,1,110.02,59.0,73.9,0,5.5,0
2023-12-27,North_Zone,78.2,1,108.02,62.4,75.9,0,5.5,0
2023-12-28,North_Zone,75.4,1,107.07,57.7,79.0,0,5.5,0
2023-12-29,North_Zone,80.7,1,109.09,53.3,66.9,0,5.5,0
2023-12-30,North_Zone,76.2,1,108.24,61.3,81.4,0,5.5,0
2023-12-31,North_Zone,72.0,1,107.47,53.3,70.6,0,5.5,0
2021-01-01,South_Zone,78.7,0,99.06,52.5,73.8,0,4.0,0
2021-01-02,South_Zone,77.4,0,99.66,51.0,71.7,0,4.0,0
2021-01-03,South_Zone,71.9,0,100.3,42.7,68.1,0,4.0,0
2021-01-04,South_Zone,78.3,0,101.03,54.1,66.0,0,4.0,0
2021-01-05,South_Zone,82.3,0,100.46,61.9,73.1,0,4.0,0
2021-01-06,South_Zone,81.2,0,100.66,54.5,67.2,0,4.0,0
2021-01-07,South_Zone,81.2,0,99.91,64.8,70.9,0,4.0,0
2021-01-08,South_Zone,84.3,0,101.13,52.8,69.9,0,4.0,0
2021-01-09,South_Zone,78.3,0,100.1,53.9,70.2,0,4.0,0
2021-01-10,South_Zone,76.6,0,102.18,53.5,63.0,0,4.0,0
2021-01-11,South_Zone,81.5,0,99.72,53.1,56.2,0,4.0,0
2021-01-12,South_Zone,81.1,0,100.81,54.8,76.2,0,4.0,0
2021-01-13,South_Zone,76.2,0,102.63,60.1,77.6,0,4.0,0
2021-01-14,South_Zone,79.5,0,101.52,50.3,59.2,0,4.0,0
2021-01-15,South_Zone,81.6,0,101.26,53.5,74.1,0,4.0,0
2021-01-16,South_Zone,80.8,0,100.84,55.8,73.1,0,4.0,0
2021-01-17,South_Zone,82.2,0,100.63,58.4,65.4,0,4.0,0
2021-01-18,South_Zone,78.0,0,100.44,44.5,76.5,0,4.0,0
2021-01-19,South_Zone,75.7,0,100.08,47.4,77.7,0,4.0,0
2021-01-20,South_Zone,77.3,0,99.14,52.8,77.3,0,4.0,0
2021-01-21,South_Zone,82.6,0,101.35,58.0,80.7,0,4.0,0
2021-01-22,South_Zone,83.1,0,99.2,50.8,77.0,0,4.0,0
2021-01-23,South_Zone,79.5,0,101.42,56.2,67.8,0,4.0,0
2021-01-24,South_Zone,84.5,0,100.49,61.1,72.1,0,4.0,0
2021-01-25,South_Zone,79.5,0,99.88,53.0,73.9,0,4.0,0
2021-01-26,South_Zone,78.5,0,102.27,53.0,79.6,0,4.0,0
2021-01-27,South_Zone,75.8,0,99.45,54.7,70.7,0,4.0,0
2021-01-28,South_Zone,79.8,0,100.26,53.8,68.8,0,4.0,0
2021-01-29,South_Zone,83.2,0,100.38,54.2,63.7,0,4.0,0
2021-01-30,South_Zone,83.8,0,101.14,52.7,76.4,0,4.0,0
2021-01-31,South_Zone,83.2,0,100.4,52.1,73.0,0,4.0,0
2021-02-01,South_Zone,81.5,0,102.51,50.0,67.7,0,4.0,0
2021-02-02,South_Zone,84.8,0,99.7,55.3,75.9,0,4.0,0
2021-02-03,South_Zone,77.1,0,105.19,50.9,70.3,0,4.0,0
2021-02-04,South_Zone,83.6,0,100.07,49.8,65.4,0,4.0,0
2021-02-05,South_Zone,80.8,0,104.12,49.9,78.7,0,4.0,0
2021-02-06,South_Zone,80.6,0,102.28,52.6,61.7,0,4.0,0
2021-02-07,South_Zone,75.7,0,101.11,53.5,72.7,0,4.0,0
2021-02-08,South_Zone,81.0,0,101.47,49.2,71.4,0,4.0,0
2021-02-09,South_Zone,83.5,0,100.89,52.3,63.8,0,4.0,0
2021-02-10,South_Zone,73.6,0,101.64,54.3,73.6,0,4.0,0
2021-02-11,South_Zone,82.4,0,100.59,47.0,68.5,0,4.0,0
2021-02-12,South_Zone,73.1,0,102.06,50.8,80.4,0,4.0,0
2021-02-13,South_Zone,75.7,0,101.56,60.8,77.0,0,4.0,0
2021-02-14,South_Zone,79.7,0,100.41,50.3,73.1,0,4.0,0
2021-02-15,South_Zone,84.7,0,101.85,56.6,59.5,0,4.0,0
2021-02-16,South_Zone,79.6,0,101.81,51.7,69.2,0,4.0,0
2021-02-17,South_Zone,81.4,0,100.75,54.1,68.8,0,4.0,0
2021-02-18,South_Zone,77.3,0,101.07,50.2,78.1,0,4.0,0
2021-02-19,South_Zone,79.4,0,102.03,46.2,72.9,0,4.0,0
2021-02-20,South_Zone,79.8,0,102.63,52.3,73.6,0,4.0,0
2021-02-21,South_Zone,84.9,0,101.42,55.3,77.1,0,4.0,0
2021-02-22,South_Zone,77.8,0,102.51,56.7,80.2,0,4.0,0
2021-02-23,South_Zone,78.0,0,102.77,54.7,79.3,0,4.0,0
2021-02-24,South_Zone,83.2,0,102.93,51.1,74.7,0,4.0,0
2021-02-25,South_Zone,79.3,0,102.06,57.5,70.6,0,4.0,0
2021-02-26,South_Zone,80.3,0,100.76,50.4,74.2,0,4.0,0
2021-02-27,South_Zone,81.3,0,102.57,51.4,71.8,0,4.0,0
2021-02-28,South_Zone,78.1,0,101.51,49.7,75.9,0,4.0,0
2021-03-01,South_Zone,73.8,0,102.22,52.2,42.2,0,4.0,0
2021-03-02,South_Zone,83.2,0,101.11,52.3,49.5,0,4.0,0
2021-03-03,South_Zone,80.3,0,101.15,54.6,45.2,0,4.0,1
2021-03-04,South_Zone,76.2,0,101.07,48.0,46.9,0,4.0,1
2021-03-05,South_Zone,82.3,0,100.46,51.3,39.0,0,4.0,0
2021-03-06,South_Zone,86.0,0,101.21,50.3,43.6,0,4.0,1
2021-03-07,South_Zone,83.6,0,100.78,55.0,47.2,0,4.0,1
2021-03-08,South_Zone,86.2,0,102.39,55.2,44.1,0,4.0,0
2021-03-09,South_Zone,76.3,0,100.78,49.2,33.3,0,4.0,1
2021-03-10,South_Zone,80.7,0,101.19,55.4,38.8,0,4.0,1
2021-03-11,South_Zone,81.1,0,101.87,53.5,46.7,0,4.0,1
2021-03-12,South_Zone,79.6,0,103.69,57.6,52.5,0,4.0,0
2021-03-13,South_Zone,79.0,0,101.2,50.9,43.8,0,4.0,0
2021-03-14,South_Zone,71.1,0,100.52,55.6,42.6,0,4.0,0
2021-03-15,South_Zone,85.1,0,100.6,56.7,50.3,0,4.0,0
2021-03-16,South_Zone,75.1,0,101.06,53.7,45.1,0,4.0,1
2021-03-17,South_Zone,82.7,0,101.27,61.9,48.7,0,4.0,0
2021-03-18,South_Zone,80.0,0,104.24,56.7,43.5,0,4.0,0
2021-03-19,South_Zone,79.9,0,102.91,61.2,43.0,0,4.0,1
2021-03-20,South_Zone,79.4,0,101.64,63.7,49.1,0,4.0,0
2021-03-21,South_Zone,80.6,0,103.82,47.8,48.4,0,4.0,0
2021-03-22,South_Zone,81.9,0,101.36,58.2,55.4,0,4.0,0
2021-03-23,South_Zone,82.9,0,101.56,55.7,39.4,0,4.0,0
2021-03-24,South_Zone,79.6,0,101.51,54.6,36.7,0,4.0,1
2021-03-25,South_Zone,76.4,0,103.01,51.6,37.3,0,4.0,1
2021-03-26,South_Zone,76.3,0,101.92,50.2,41.8,0,4.0,0
2021-03-27,South_Zone,83.1,0,103.5,50.2,46.6,0,4.0,0
2021-03-28,South_Zone,79.2,0,102.43,62.9,36.7,0,4.0,1
2021-03-29,South_Zone,76.9,0,102.91,56.1,37.0,0,4.0,0
2021-03-30,South_Zone,77.8,0,100.18,47.6,46.9,0,4.0,0
2021-03-31,South_Zone,79.7,0,100.3,48.9,52.8,0,4.0,1
2021-04-01,South_Zone,76.1,0,100.33,45.0,50.4,0,4.0,1
2021-04-02,South_Zone,79.9,0,101.57,58.4,35.8,0,4.0,0
2021-04-03,South_Zone,83.8,0,100.46,53.4,47.0,0,4.0,1
2021-04-04,South_Zone,79.6,0,103.24,56.3,49.8,0,4.0,0
2021-04-05,South_Zone,74.7,0,101.8,53.7,42.5,0,4.0,1
2021-04-06,South_Zone,82.6,0,102.61,57.8,43.8,0,4.0,0
2021-04-07,South_Zone,83.3,0,101.5,52.0,46.7,0,4.0,0
2021-04-08,South_Zone,83.5,0,102.81,55.3,47.4,0,4.0,1
2021-04-09,South_Zone,80.2,0,100.02,54.1,46.9,0,4.0,1
2021-04-10,South_Zone,87.0,0,101.93,49.1,48.6,0,4.0,1
2021-04-11,South_Zone,82.2,0,102.47,51.1,46.1,0,4.0,0
2021-04-12,South_Zone,89.0,0,102.55,52.8,41.9,0,4.0,1
2021-04-13,South_Zone,84.1,0,101.64,54.9,42.8,0,4.0,0
2021-04-14,South_Zone,83.6,0,100.24,58.6,41.1,0,4.0,0
2021-04-15,South_Zone,78.1,0,102.96,54.6,42.7,0,4.0,1
2021-04-16,South_Zone,77.2,0,101.54,53.3,47.8,0,4.0,1
2021-04-17,South_Zone,80.3,0,101.62,54.9,41.1,0,4.0,1
2021-04-18,South_Zone,79.4,0,104.14,54.0,50.3,0,4.0,0
2021-04-19,South_Zone,78.4,0,102.0,53.7,40.1,0,4.0,0
2021-04-20,South_Zone,79.6,0,101.38,59.6,46.0,0,4.0,0
2021-04-21,South_Zone,79.4,0,101.31,52.6,49.2,0,4.0,0
2021-04-22,South_Zone,78.1,0,102.52,55.1,47.2,0,4.0,1
2021-04-23,South_Zone,82.0,0,101.04,50.8,35.8,0,4.0,0
2021-04-24,South_Zone,77.7,0,102.36,59.0,45.7,0,4.0,0
2021-04-25,South_Zone,79.9,0,102.94,50.5,41.3,0,4.0,1
2021-04-26,South_Zone,76.4,0,101.73,53.4,38.4,0,4.0,0
2021-04-27,South_Zone,80.3,0,102.79,58.0,46.1,0,4.0,1
2021-04-28,South_Zone,80.6,0,101.72,50.2,38.8,0,4.0,1
2021-04-29,South_Zone,77.1,0,101.09,56.9,46.2,0,4.0,0
2021-04-30,South_Zone,80.2,0,100.1,44.8,52.3,0,4.0,0
2021-05-01,South_Zone,79.7,0,102.02,49.4,46.5,0,4.0,1
2021-05-02,South_Zone,78.6,0,102.02,53.4,43.8,0,4.0,1
2021-05-03,South_Zone,78.6,0,102.69,63.7,44.2,0,4.0,1
2021-05-04,South_Zone,81.3,0,102.58,54.6,49.6,0,4.0,1
2021-05-05,South_Zone,80.1,0,103.74,55.2,43.5,0,4.0,0
2021-05-06,South_Zone,82.9,0,101.07,58.0,42.7,0,4.0,0
2021-05-07,South_Zone,76.9,0,101.99,49.5,40.3,0,4.0,1
2021-05-08,South_Zone,79.4,0,100.93,41.2,40.5,0,4.0,0
2021-05-09,South_Zone,78.2,0,102.52,60.9,49.5,0,4.0,1
2021-05-10,South_Zone,80.2,0,100.64,55.7,42.6,0,4.0,1
2021-05-11,South_Zone,80.8,0,102.46,52.2,47.8,0,4.0,1
2021-05-12,South_Zone,76.5,0,100.79,53.5,48.2,0,4.0,1
2021-05-13,South_Zone,81.8,0,102.27,58.1,40.2,0,4.0,1
2021-05-14,South_Zone,86.5,0,102.69,53.6,41.0,0,4.0,0
2021-05-15,South_Zone,80.5,0,99.91,53.5,47.9,0,4.0,1
2021-05-16,South_Zone,77.4,0,100.09,61.2,45.7,0,4.0,1
2021-05-17,South_Zone,79.1,0,101.65,48.7,44.1,0,4.0,0
2021-05-18,South_Zone,79.0,0,101.52,55.7,47.3,0,4.0,0
2021-05-19,South_Zone,78.0,0,101.07,48.5,50.1,0,4.0,0
2021-05-20,South_Zone,82.2,0,100.86,59.6,44.8,0,4.0,0
2021-05-21,South_Zone,74.5,0,100.46,54.4,42.2,0,4.0,1
2021-05-22,South_Zone,80.8,0,101.62,50.9,45.6,0,4.0,1
2021-05-23,South_Zone,83.9,0,100.29,47.1,41.0,0,4.0,0
2021-05-24,South_Zone,83.7,0,101.6,52.2,45.7,0,4.0,1
2021-05-25,South_Zone,83.1,0,100.63,54.0,45.0,0,4.0,0
2021-05-26,South_Zone,78.0,0,100.75,57.9,40.9,0,4.0,0
2021-05-27,South_Zone,84.4,0,102.36,49.6,43.0,0,4.0,0
2021-05-28,South_Zone,81.1,0,102.07,50.5,43.4,0,4.0,0
2021-05-29,South_Zone,84.3,0,100.09,51.0,48.7,0,4.0,1
2021-05-30,South_Zone,83.2,0,100.19,50.0,40.6,0,4.0,0
2021-05-31,South_Zone,80.9,0,101.81,51.7,41.0,0,4.0,0
2021-06-01,South_Zone,79.3,0,99.57,49.0,32.1,0,4.0,0
2021-06-02,South_Zone,87.1,0,102.43,55.6,36.8,0,4.0,0
2021-06-03,South_Zone,74.7,0,101.08,51.5,37.6,0,4.0,0
2021-06-04,South_Zone,79.5,0,100.33,53.2,35.3,0,4.0,0
2021-06-05,South_Zone,75.8,0,100.89,54.6,37.6,0,4.0,0
2021-06-06,South_Zone,80.4,0,102.21,48.4,39.8,0,4.0,0
2021-06-07,South_Zone,81.1,0,98.69,54.9,34.8,0,4.0,0
2021-06-08,South_Zone,78.1,0,101.81,54.6,30.0,0,4.0,0
2021-06-09,South_Zone,78.3,0,101.95,54.6,33.6,0,4.0,0
2021-06-10,South_Zone,76.0,0,100.4,52.6,27.2,0,4.0,0
2021-06-11,South_Zone,81.4,0,100.62,52.2,36.0,0,4.0,0
2021-06-12,South_Zone,78.6,0,100.8,53.5,31.5,0,4.0,0
2021-06-13,South_Zone,81.3,0,101.36,53.9,34.6,0,4.0,0
2021-06-14,South_Zone,78.4,0,99.86,48.2,33.6,0,4.0,0
2021-06-15,South_Zone,80.7,0,100.55,59.5,32.1,0,4.0,0
2021-06-16,South_Zone,82.2,0,100.43,50.4,35.1,0,4.0,0
2021-06-17,South_Zone,81.4,0,101.17,53.7,33.4,0,4.0,0
2021-06-18,South_Zone,80.6,0,103.14,58.9,30.8,0,4.0,0
2021-06-19,South_Zone,79.7,0,99.69,51.5,28.5,0,4.0,0
2021-06-20,South_Zone,81.4,0,100.47,54.1,35.8,0,4.0,0
2021-06-21,South_Zone,78.2,0,99.6,44.1,28.0,0,4.0,0
2021-06-22,South_Zone,79.4,0,99.84,45.0,43.0,0,4.0,0
2021-06-23,South_Zone,81.0,0,99.22,52.6,40.4,0,4.0,0
2021-06-24,South_Zone,84.6,0,98.73,53.2,26.1,0,4.0,0
2021-06-25,South_Zone,78.2,0,101.41,58.0,37.1,0,4.0,0
2021-06-26,South_Zone,77.3,0,100.55,56.4,39.7,0,4.0,0
2021-06-27,South_Zone,80.9,0,100.25,46.7,31.1,0,4.0,0
2021-06-28,South_Zone,83.6,0,99.25,57.8,35.8,0,4.0,0
2021-06-29,South_Zone,82.4,0,100.01,48.2,33.4,0,4.0,0
2021-06-30,South_Zone,80.1,0,98.9,56.0,37.4,0,4.0,0
2021-07-01,South_Zone,83.7,0,99.99,51.2,31.8,0,4.0,0
2021-07-02,South_Zone,74.6,0,100.32,64.0,39.1,0,4.0,0
2021-07-03,South_Zone,83.0,0,99.41,50.4,33.3,0,4.0,0
2021-07-04,South_Zone,79.1,0,99.16,52.4,32.4,0,4.0,0
2021-07-05,South_Zone,81.9,0,99.39,53.4,37.2,0,4.0,0
2021-07-06,South_Zone,83.0,0,100.66,52.3,38.5,0,4.0,0
2021-07-07,South_Zone,80.6,0,100.01,49.0,22.3,0,4.0,0
2021-07-08,South_Zone,80.2,0,98.17,61.1,19.5,0,4.0,0
2021-07-09,South_Zone,78.8,0,100.47,50.7,35.7,0,4.0,0
2021-07-10,South_Zone,85.1,0,100.25,50.5,30.7,0,4.0,0
2021-07-11,South_Zone,81.0,0,99.86,52.5,27.4,0,4.0,0
2021-07-12,South_Zone,80.7,0,101.29,54.3,32.1,0,4.0,0
2021-07-13,South_Zone,84.5,0,99.63,50.1,48.6,0,4.0,0
2021-07-14,South_Zone,78.5,0,100.0,56.8,27.3,0,4.0,0
2021-07-15,South_Zone,79.3,0,100.01,53.6,38.4,0,4.0,0
2021-07-16,South_Zone,82.8,0,100.38,53.2,30.2,0,4.0,0
2021-07-17,South_Zone,85.3,0,99.25,54.9,26.7,0,4.0,0
2021-07-18,South_Zone,80.1,0,98.79,49.1,30.9,0,4.0,0
2021-07-19,South_Zone,81.2,0,100.38,50.8,26.9,0,4.0,0
2021-07-20,South_Zone,75.2,0,100.3,53.0,26.2,0,4.0,0
2021-07-21,South_Zone,83.8,0,100.62,57.0,30.4,0,4.0,0
2021-07-22,South_Zone,76.8,0,99.72,51.9,28.5,0,4.0,0
2021-07-23,South_Zone,78.4,0,97.63,50.8,33.3,0,4.0,0
2021-07-24,South_Zone,80.6,0,99.41,44.3,34.8,0,4.0,0
2021-07-25,South_Zone,78.1,0,99.25,49.9,30.1,0,4.0,0
2021-07-26,South_Zone,74.2,0,100.41,46.6,37.1,0,4.0,0
2021-07-27,South_Zone,76.3,0,100.21,47.5,30.7,0,4.0,0
2021-07-28,South_Zone,80.3,0,99.73,54.4,33.2,0,4.0,0
2021-07-29,South_Zone,84.5,0,97.02,65.1,23.2,0,4.0,0
2021-07-30,South_Zone,84.2,0,98.23,53.1,34.4,0,4.0,0
2021-07-31,South_Zone,81.1,0,98.66,53.8,45.3,0,4.0,0
2021-08-01,South_Zone,80.5,0,98.66,49.4,38.0,0,4.0,0
2021-08-02,South_Zone,82.4,0,99.13,48.5,33.1,0,4.0,0
2021-08-03,South_Zone,84.0,0,100.42,61.4,28.2,0,4.0,0
2021-08-04,South_Zone,80.4,0,99.69,49.7,42.2,0,4.0,0
2021-08-05,South_Zone,80.5,0,97.96,44.2,33.2,0,4.0,0
2021-08-06,South_Zone,80.6,0,98.02,53.2,30.6,0,4.0,0
2021-08-07,South_Zone,83.0,0,97.91,50.4,30.8,0,4.0,0
2021-08-08,South_Zone,75.9,0,98.68,54.9,44.4,0,4.0,0
2021-08-09,South_Zone,80.0,0,99.57,59.1,33.4,0,4.0,0
2021-08-10,South_Zone,81.2,0,99.71,54.4,36.3,0,4.0,0
2021-08-11,South_Zone,74.3,0,98.34,53.2,33.0,0,4.0,0
2021-08-12,South_Zone,82.8,0,98.66,55.1,33.7,0,4.0,0
2021-08-13,South_Zone,83.2,0,100.34,64.0,31.9,0,4.0,0
2021-08-14,South_Zone,74.2,0,97.15,61.0,41.1,0,4.0,0
2021-08-15,South_Zone,78.8,0,99.25,51.4,34.2,0,4.0,0
2021-08-16,South_Zone,78.9,0,99.12,56.4,27.0,0,4.0,0
2021-08-17,South_Zone,77.3,0,98.27,59.5,36.0,0,4.0,0
