Date,Region,Climate_Zone,Temp_Anomaly_C,Drought_Index,Air_Quality_Index,Water_Stress_Index
2021-01-26,South_Zone,Tropical_Wet_Dry,0.053,0.412,135.0,0.54
2021-01-27,South_Zone,Tropical_Wet_Dry,0.147,0.41,144.0,0.504
2021-01-28,South_Zone,Tropical_Wet_Dry,-0.083,0.469,164.0,0.594
2021-01-29,South_Zone,Tropical_Wet_Dry,0.066,0.414,147.0,0.497
2021-01-30,South_Zone,Tropical_Wet_Dry,-0.03,0.478,161.0,0.595
2021-01-31,South_Zone,Tropical_Wet_Dry,0.023,0.443,149.0,0.582
2021-02-01,South_Zone,Tropical_Wet_Dry,0.111,0.363,154.0,0.487
2021-02-02,South_Zone,Tropical_Wet_Dry,-0.169,0.38,133.0,0.546
2021-02-03,South_Zone,Tropical_Wet_Dry,0.199,0.511,138.0,0.561
2021-02-04,South_Zone,Tropical_Wet_Dry,-0.015,0.494,127.0,0.531
2021-02-05,South_Zone,Tropical_Wet_Dry,-0.161,0.469,161.0,0.533
2021-02-06,South_Zone,Tropical_Wet_Dry,-0.069,0.477,145.0,0.547
2021-02-07,South_Zone,Tropical_Wet_Dry,0.01,0.448,85.0,0.543
2021-02-08,South_Zone,Tropical_Wet_Dry,-0.069,0.44,159.0,0.575
2021-02-09,South_Zone,Tropical_Wet_Dry,-0.205,0.423,168.0,0.543
2021-02-10,South_Zone,Tropical_Wet_Dry,0.01,0.522,135.0,0.527
2021-02-11,South_Zone,Tropical_Wet_Dry,-0.072,0.392,159.0,0.54
2021-02-12,South_Zone,Tropical_Wet_Dry,0.065,0.434,146.0,0.476
2021-02-13,South_Zone,Tropical_Wet_Dry,-0.107,0.318,112.0,0.488
2021-02-14,South_Zone,Tropical_Wet_Dry,0.226,0.334,185.0,0.495
2021-02-15,South_Zone,Tropical_Wet_Dry,0.051,0.529,146.0,0.572
2021-02-16,South_Zone,Tropical_Wet_Dry,0.02,0.457,154.0,0.587
2021-02-17,South_Zone,Tropical_Wet_Dry,0.062,0.407,139.0,0.528
2021-02-18,South_Zone,Tropical_Wet_Dry,-0.182,0.425,145.0,0.515
2021-02-19,South_Zone,Tropical_Wet_Dry,-0.05,0.339,153.0,0.484
2021-02-20,South_Zone,Tropical_Wet_Dry,0.178,0.394,131.0,0.544
2021-02-21,South_Zone,Tropical_Wet_Dry,-0.032,0.333,180.0,0.497
2021-02-22,South_Zone,Tropical_Wet_Dry,-0.006,0.402,165.0,0.505
2021-02-23,South_Zone,Tropical_Wet_Dry,-0.047,0.461,159.0,0.564
2021-02-24,South_Zone,Tropical_Wet_Dry,0.146,0.447,147.0,0.567
2021-02-25,South_Zone,Tropical_Wet_Dry,-0.024,0.515,136.0,0.52
2021-02-26,South_Zone,Tropical_Wet_Dry,-0.125,0.438,169.0,0.485
2021-02-27,South_Zone,Tropical_Wet_Dry,0.258,0.271,161.0,0.485
2021-02-28,South_Zone,Tropical_Wet_Dry,-0.138,0.537,143.0,0.52
2021-03-01,South_Zone,Tropical_Wet_Dry,-0.01,0.57,75.0,0.524
2021-03-02,South_Zone,Tropical_Wet_Dry,-0.084,0.63,67.0,0.546
2021-03-03,South_Zone,Tropical_Wet_Dry,-0.07,0.626,96.0,0.608
2021-03-04,South_Zone,Tropical_Wet_Dry,-0.106,0.634,91.0,0.598
2021-03-05,South_Zone,Tropical_Wet_Dry,-0.054,0.623,116.0,0.649
2021-03-06,South_Zone,Tropical_Wet_Dry,0.098,0.624,113.0,0.557
2021-03-07,South_Zone,Tropical_Wet_Dry,-0.19,0.541,96.0,0.595
2021-03-08,South_Zone,Tropical_Wet_Dry,0.126,0.775,94.0,0.629
2021-03-09,South_Zone,Tropical_Wet_Dry,0.109,0.659,74.0,0.568
2021-03-10,South_Zone,Tropical_Wet_Dry,0.051,0.623,114.0,0.571
2021-03-11,South_Zone,Tropical_Wet_Dry,0.013,0.731,94.0,0.586
2021-03-12,South_Zone,Tropical_Wet_Dry,0.028,0.556,106.0,0.567
2021-03-13,South_Zone,Tropical_Wet_Dry,0.142,0.672,116.0,0.618
2021-03-14,South_Zone,Tropical_Wet_Dry,-0.175,0.587,85.0,0.556
2021-03-15,South_Zone,Tropical_Wet_Dry,0.073,0.644,80.0,0.606
2021-03-16,South_Zone,Tropical_Wet_Dry,-0.075,0.645,139.0,0.619
2021-03-17,South_Zone,Tropical_Wet_Dry,0.083,0.48,106.0,0.585
2021-03-18,South_Zone,Tropical_Wet_Dry,-0.061,0.534,90.0,0.518
2021-03-19,South_Zone,Tropical_Wet_Dry,0.071,0.715,117.0,0.597
2021-03-20,South_Zone,Tropical_Wet_Dry,-0.155,0.605,89.0,0.593
2021-03-21,South_Zone,Tropical_Wet_Dry,-0.169,0.74,101.0,0.572
2021-03-22,South_Zone,Tropical_Wet_Dry,-0.011,0.699,85.0,0.555
2021-03-23,South_Zone,Tropical_Wet_Dry,0.144,0.607,95.0,0.571
2021-03-24,South_Zone,Tropical_Wet_Dry,0.054,0.601,90.0,0.558
2021-03-25,South_Zone,Tropical_Wet_Dry,0.053,0.719,81.0,0.595
2021-03-26,South_Zone,Tropical_Wet_Dry,0.086,0.746,99.0,0.592
2021-03-27,South_Zone,Tropical_Wet_Dry,-0.04,0.603,84.0,0.636
2021-03-28,South_Zone,Tropical_Wet_Dry,0.061,0.712,105.0,0.584
2021-03-29,South_Zone,Tropical_Wet_Dry,-0.058,0.682,90.0,0.608
2021-03-30,South_Zone,Tropical_Wet_Dry,-0.031,0.692,64.0,0.609
2021-03-31,South_Zone,Tropical_Wet_Dry,-0.019,0.626,106.0,0.526
2021-04-01,South_Zone,Tropical_Wet_Dry,-0.055,0.58,106.0,0.609
2021-04-02,South_Zone,Tropical_Wet_Dry,-0.007,0.557,136.0,0.578
2021-04-03,South_Zone,Tropical_Wet_Dry,-0.025,0.542,95.0,0.56
2021-04-04,South_Zone,Tropical_Wet_Dry,-0.071,0.735,98.0,0.635
2021-04-05,South_Zone,Tropical_Wet_Dry,-0.014,0.621,104.0,0.574
2021-04-06,South_Zone,Tropical_Wet_Dry,0.016,0.551,113.0,0.584
2021-04-07,South_Zone,Tropical_Wet_Dry,-0.11,0.68,112.0,0.534
2021-04-08,South_Zone,Tropical_Wet_Dry,0.042,0.591,101.0,0.592
2021-04-09,South_Zone,Tropical_Wet_Dry,-0.049,0.581,94.0,0.571
2021-04-10,South_Zone,Tropical_Wet_Dry,0.02,0.744,110.0,0.612
2021-04-11,South_Zone,Tropical_Wet_Dry,-0.067,0.54,94.0,0.53
2021-04-12,South_Zone,Tropical_Wet_Dry,0.105,0.634,72.0,0.572
2021-04-13,South_Zone,Tropical_Wet_Dry,0.096,0.585,68.0,0.559
2021-04-14,South_Zone,Tropical_Wet_Dry,-0.105,0.575,90.0,0.53
2021-04-15,South_Zone,Tropical_Wet_Dry,0.052,0.532,97.0,0.564
2021-04-16,South_Zone,Tropical_Wet_Dry,0.145,0.624,139.0,0.623
2021-04-17,South_Zone,Tropical_Wet_Dry,-0.095,0.568,93.0,0.519
2021-04-18,South_Zone,Tropical_Wet_Dry,-0.087,0.655,96.0,0.598
2021-04-19,South_Zone,Tropical_Wet_Dry,0.074,0.617,88.0,0.562
2021-04-20,South_Zone,Tropical_Wet_Dry,-0.131,0.601,106.0,0.554
2021-04-21,South_Zone,Tropical_Wet_Dry,-0.078,0.568,100.0,0.564
2021-04-22,South_Zone,Tropical_Wet_Dry,-0.101,0.706,84.0,0.599
2021-04-23,South_Zone,Tropical_Wet_Dry,0.075,0.664,77.0,0.592
2021-04-24,South_Zone,Tropical_Wet_Dry,-0.069,0.579,88.0,0.531
2021-04-25,South_Zone,Tropical_Wet_Dry,-0.028,0.538,80.0,0.587
2021-04-26,South_Zone,Tropical_Wet_Dry,-0.075,0.507,91.0,0.549
2021-04-27,South_Zone,Tropical_Wet_Dry,0.115,0.688,98.0,0.61
2021-04-28,South_Zone,Tropical_Wet_Dry,-0.086,0.675,86.0,0.625
2021-04-29,South_Zone,Tropical_Wet_Dry,-0.141,0.683,121.0,0.533
2021-04-30,South_Zone,Tropical_Wet_Dry,-0.145,0.613,116.0,0.592
2021-05-01,South_Zone,Tropical_Wet_Dry,0.069,0.668,91.0,0.582
2021-05-02,South_Zone,Tropical_Wet_Dry,0.077,0.682,78.0,0.621
2021-05-03,South_Zone,Tropical_Wet_Dry,0.125,0.616,94.0,0.55
2021-05-04,South_Zone,Tropical_Wet_Dry,-0.126,0.599,93.0,0.598
2021-05-05,South_Zone,Tropical_Wet_Dry,-0.023,0.561,94.0,0.529
2021-05-06,South_Zone,Tropical_Wet_Dry,0.243,0.646,88.0,0.594
2021-05-07,South_Zone,Tropical_Wet_Dry,-0.03,0.654,76.0,0.592
2021-05-08,South_Zone,Tropical_Wet_Dry,-0.056,0.596,96.0,0.564
2021-05-09,South_Zone,Tropical_Wet_Dry,-0.002,0.603,89.0,0.54
2021-05-10,South_Zone,Tropical_Wet_Dry,0.053,0.607,90.0,0.561
2021-05-11,South_Zone,Tropical_Wet_Dry,0.051,0.667,97.0,0.614
2021-05-12,South_Zone,Tropical_Wet_Dry,-0.061,0.538,94.0,0.599
2021-05-13,South_Zone,Tropical_Wet_Dry,-0.059,0.554,96.0,0.617
2021-05-14,South_Zone,Tropical_Wet_Dry,-0.03,0.555,88.0,0.575
2021-05-15,South_Zone,Tropical_Wet_Dry,-0.073,0.611,101.0,0.58
2021-05-16,South_Zone,Tropical_Wet_Dry,-0.123,0.639,82.0,0.593
2021-05-17,South_Zone,Tropical_Wet_Dry,0.181,0.556,75.0,0.617
2021-05-18,South_Zone,Tropical_Wet_Dry,-0.041,0.675,79.0,0.604
2021-05-19,South_Zone,Tropical_Wet_Dry,-0.035,0.708,83.0,0.6
2021-05-20,South_Zone,Tropical_Wet_Dry,-0.032,0.645,72.0,0.573
2021-05-21,South_Zone,Tropical_Wet_Dry,-0.008,0.687,65.0,0.587
2021-05-22,South_Zone,Tropical_Wet_Dry,0.043,0.565,104.0,0.573
2021-05-23,South_Zone,Tropical_Wet_Dry,-0.047,0.567,118.0,0.539
2021-05-24,South_Zone,Tropical_Wet_Dry,0.114,0.651,105.0,0.564
2021-05-25,South_Zone,Tropical_Wet_Dry,0.06,0.618,86.0,0.573
2021-05-26,South_Zone,Tropical_Wet_Dry,-0.019,0.566,64.0,0.548
2021-05-27,South_Zone,Tropical_Wet_Dry,-0.067,0.706,98.0,0.614
2021-05-28,South_Zone,Tropical_Wet_Dry,0.108,0.638,66.0,0.6
2021-05-29,South_Zone,Tropical_Wet_Dry,-0.016,0.662,93.0,0.593
2021-05-30,South_Zone,Tropical_Wet_Dry,-0.124,0.58,81.0,0.58
2021-05-31,South_Zone,Tropical_Wet_Dry,0.102,0.721,54.0,0.604
2021-06-01,South_Zone,Tropical_Wet_Dry,-0.073,0.071,87.0,0.324
2021-06-02,South_Zone,Tropical_Wet_Dry,0.087,0.141,37.0,0.429
2021-06-03,South_Zone,Tropical_Wet_Dry,-0.251,0.045,54.0,0.452
2021-06-04,South_Zone,Tropical_Wet_Dry,-0.037,0.09,58.0,0.417
2021-06-05,South_Zone,Tropical_Wet_Dry,0.116,0.113,52.0,0.474
2021-06-06,South_Zone,Tropical_Wet_Dry,0.001,0.2,68.0,0.497
2021-06-07,South_Zone,Tropical_Wet_Dry,0.06,0.054,47.0,0.426
2021-06-08,South_Zone,Tropical_Wet_Dry,-0.09,0.092,67.0,0.425
2021-06-09,South_Zone,Tropical_Wet_Dry,0.035,0.116,66.0,0.449
2021-06-10,South_Zone,Tropical_Wet_Dry,0.0,0.0,35.0,0.419
2021-06-11,South_Zone,Tropical_Wet_Dry,0.024,0.0,64.0,0.439
2021-06-12,South_Zone,Tropical_Wet_Dry,0.204,0.02,41.0,0.355
2021-06-13,South_Zone,Tropical_Wet_Dry,0.13,0.138,39.0,0.432
2021-06-14,South_Zone,Tropical_Wet_Dry,0.079,0.183,65.0,0.435
2021-06-15,South_Zone,Tropical_Wet_Dry,0.08,0.025,53.0,0.351
2021-06-16,South_Zone,Tropical_Wet_Dry,-0.091,0.007,67.0,0.407
2021-06-17,South_Zone,Tropical_Wet_Dry,-0.047,0.172,67.0,0.418
2021-06-18,South_Zone,Tropical_Wet_Dry,-0.153,0.046,34.0,0.42
2021-06-19,South_Zone,Tropical_Wet_Dry,-0.127,0.058,73.0,0.42
2021-06-20,South_Zone,Tropical_Wet_Dry,-0.089,0.168,65.0,0.476
2021-06-21,South_Zone,Tropical_Wet_Dry,-0.003,0.158,49.0,0.452
2021-06-22,South_Zone,Tropical_Wet_Dry,-0.123,0.136,58.0,0.403
2021-06-23,South_Zone,Tropical_Wet_Dry,-0.004,0.0,74.0,0.43
2021-06-24,South_Zone,Tropical_Wet_Dry,-0.015,0.004,54.0,0.494
2021-06-25,South_Zone,Tropical_Wet_Dry,-0.113,0.147,98.0,0.489
2021-06-26,South_Zone,Tropical_Wet_Dry,0.153,0.099,87.0,0.465
2021-06-27,South_Zone,Tropical_Wet_Dry,-0.132,0.033,62.0,0.422
2021-06-28,South_Zone,Tropical_Wet_Dry,0.112,0.059,56.0,0.42
2021-06-29,South_Zone,Tropical_Wet_Dry,-0.225,0.147,57.0,0.44
2021-06-30,South_Zone,Tropical_Wet_Dry,-0.014,0.172,49.0,0.47
2021-07-01,South_Zone,Tropical_Wet_Dry,-0.12,0.08,62.0,0.406
2021-07-02,South_Zone,Tropical_Wet_Dry,-0.065,0.039,72.0,0.436
2021-07-03,South_Zone,Tropical_Wet_Dry,0.181,0.063,36.0,0.416
2021-07-04,South_Zone,Tropical_Wet_Dry,-0.035,0.161,72.0,0.409
2021-07-05,South_Zone,Tropical_Wet_Dry,-0.11,0.159,77.0,0.439
2021-07-06,South_Zone,Tropical_Wet_Dry,0.049,0.092,70.0,0.481
2021-07-07,South_Zone,Tropical_Wet_Dry,-0.036,0.048,58.0,0.436
2021-07-08,South_Zone,Tropical_Wet_Dry,0.015,0.145,70.0,0.35
2021-07-09,South_Zone,Tropical_Wet_Dry,-0.091,0.177,83.0,0.444
2021-07-10,South_Zone,Tropical_Wet_Dry,-0.087,0.0,59.0,0.447
2021-07-11,South_Zone,Tropical_Wet_Dry,-0.079,0.066,60.0,0.428
2021-07-12,South_Zone,Tropical_Wet_Dry,0.08,0.149,98.0,0.473
2021-07-13,South_Zone,Tropical_Wet_Dry,-0.023,0.084,66.0,0.429
2021-07-14,South_Zone,Tropical_Wet_Dry,-0.105,0.051,42.0,0.438
2021-07-15,South_Zone,Tropical_Wet_Dry,0.016,0.091,76.0,0.444
2021-07-16,South_Zone,Tropical_Wet_Dry,0.008,0.102,67.0,0.426
2021-07-17,South_Zone,Tropical_Wet_Dry,0.057,0.012,48.0,0.44
2021-07-18,South_Zone,Tropical_Wet_Dry,-0.048,0.085,40.0,0.487
2021-07-19,South_Zone,Tropical_Wet_Dry,-0.008,0.102,64.0,0.457
2021-07-20,South_Zone,Tropical_Wet_Dry,0.042,0.051,59.0,0.436
2021-07-21,South_Zone,Tropical_Wet_Dry,-0.101,0.033,38.0,0.403
2021-07-22,South_Zone,Tropical_Wet_Dry,0.089,0.048,58.0,0.46
2021-07-23,South_Zone,Tropical_Wet_Dry,0.002,0.022,57.0,0.41
2021-07-24,South_Zone,Tropical_Wet_Dry,-0.11,0.131,59.0,0.47
2021-07-25,South_Zone,Tropical_Wet_Dry,-0.111,0.021,69.0,0.448
2021-07-26,South_Zone,Tropical_Wet_Dry,-0.01,0.091,28.0,0.472
2021-07-27,South_Zone,Tropical_Wet_Dry,-0.055,0.058,40.0,0.465
2021-07-28,South_Zone,Tropical_Wet_Dry,0.075,0.038,51.0,0.459
2021-07-29,South_Zone,Tropical_Wet_Dry,-0.029,0.162,84.0,0.423
2021-07-30,South_Zone,Tropical_Wet_Dry,0.03,0.072,103.0,0.412
2021-07-31,South_Zone,Tropical_Wet_Dry,-0.085,0.04,60.0,0.389
2021-08-01,South_Zone,Tropical_Wet_Dry,-0.002,0.034,61.0,0.385
2021-08-02,South_Zone,Tropical_Wet_Dry,0.132,0.1,20.0,0.491
2021-08-03,South_Zone,Tropical_Wet_Dry,-0.015,0.13,76.0,0.423
2021-08-04,South_Zone,Tropical_Wet_Dry,-0.055,0.156,68.0,0.425
2021-08-05,South_Zone,Tropical_Wet_Dry,-0.086,0.07,65.0,0.436
2021-08-06,South_Zone,Tropical_Wet_Dry,-0.002,0.066,38.0,0.414
2021-08-07,South_Zone,Tropical_Wet_Dry,0.141,0.088,96.0,0.51
2021-08-08,South_Zone,Tropical_Wet_Dry,-0.136,0.09,87.0,0.434
2021-08-09,South_Zone,Tropical_Wet_Dry,-0.005,0.034,65.0,0.442
2021-08-10,South_Zone,Tropical_Wet_Dry,-0.171,0.168,78.0,0.439
2021-08-11,South_Zone,Tropical_Wet_Dry,-0.041,0.081,61.0,0.39
2021-08-12,South_Zone,Tropical_Wet_Dry,0.026,0.112,75.0,0.426
2021-08-13,South_Zone,Tropical_Wet_Dry,-0.158,0.105,36.0,0.425
2021-08-14,South_Zone,Tropical_Wet_Dry,-0.044,0.104,20.0,0.424
2021-08-15,South_Zone,Tropical_Wet_Dry,0.029,0.02,37.0,0.377
2021-08-16,South_Zone,Tropical_Wet_Dry,0.013,0.08,45.0,0.444
2021-08-17,South_Zone,Tropical_Wet_Dry,0.034,0.217,48.0,0.464
2021-08-18,South_Zone,Tropical_Wet_Dry,-0.097,0.175,68.0,0.417
2021-08-19,South_Zone,Tropical_Wet_Dry,0.029,0.089,55.0,0.445
2021-08-20,South_Zone,Tropical_Wet_Dry,-0.06,0.058,59.0,0.457
2021-08-21,South_Zone,Tropical_Wet_Dry,0.071,0.0,39.0,0.456
2021-08-22,South_Zone,Tropical_Wet_Dry,-0.231,0.05,37.0,0.36
2021-08-23,South_Zone,Tropical_Wet_Dry,-0.029,0.075,61.0,0.417
2021-08-24,South_Zone,Tropical_Wet_Dry,0.01,0.061,50.0,0.394
2021-08-25,South_Zone,Tropical_Wet_Dry,0.135,0.065,60.0,0.417
2021-08-26,South_Zone,Tropical_Wet_Dry,0.009,0.117,70.0,0.491
2021-08-27,South_Zone,Tropical_Wet_Dry,0.019,0.02,90.0,0.403
2021-08-28,South_Zone,Tropical_Wet_Dry,0.038,0.096,60.0,0.43
2021-08-29,South_Zone,Tropical_Wet_Dry,0.125,0.073,93.0,0.413
2021-08-30,South_Zone,Tropical_Wet_Dry,-0.038,0.027,67.0,0.476
2021-08-31,South_Zone,Tropical_Wet_Dry,-0.14,0.18,72.0,0.396
2021-09-01,South_Zone,Tropical_Wet_Dry,-0.159,0.425,139.0,0.51
2021-09-02,South_Zone,Tropical_Wet_Dry,0.066,0.333,133.0,0.477
2021-09-03,South_Zone,Tropical_Wet_Dry,0.022,0.411,106.0,0.471
2021-09-04,South_Zone,Tropical_Wet_Dry,-0.026,0.297,139.0,0.527
2021-09-05,South_Zone,Tropical_Wet_Dry,-0.059,0.34,113.0,0.451
2021-09-06,South_Zone,Tropical_Wet_Dry,0.018,0.46,125.0,0.521
2021-09-07,South_Zone,Tropical_Wet_Dry,0.021,0.401,122.0,0.518
2021-09-08,South_Zone,Tropical_Wet_Dry,0.048,0.396,141.0,0.496
2021-09-09,South_Zone,Tropical_Wet_Dry,-0.111,0.439,127.0,0.478
2021-09-10,South_Zone,Tropical_Wet_Dry,-0.176,0.417,95.0,0.519
2021-09-11,South_Zone,Tropical_Wet_Dry,-0.091,0.364,158.0,0.488
2021-09-12,South_Zone,Tropical_Wet_Dry,-0.135,0.436,135.0,0.553
2021-09-13,South_Zone,Tropical_Wet_Dry,-0.14,0.279,110.0,0.505
2021-09-14,South_Zone,Tropical_Wet_Dry,0.157,0.34,100.0,0.563
2021-09-15,South_Zone,Tropical_Wet_Dry,-0.227,0.374,137.0,0.517
2021-09-16,South_Zone,Tropical_Wet_Dry,0.047,0.413,102.0,0.541
2021-09-17,South_Zone,Tropical_Wet_Dry,0.091,0.361,134.0,0.499
2021-09-18,South_Zone,Tropical_Wet_Dry,0.099,0.273,139.0,0.54
2021-09-19,South_Zone,Tropical_Wet_Dry,0.028,0.265,108.0,0.487
2021-09-20,South_Zone,Tropical_Wet_Dry,0.132,0.376,107.0,0.511
2021-09-21,South_Zone,Tropical_Wet_Dry,0.178,0.351,112.0,0.524
2021-09-22,South_Zone,Tropical_Wet_Dry,-0.03,0.325,102.0,0.482
2021-09-23,South_Zone,Tropical_Wet_Dry,0.045,0.315,124.0,0.484
2021-09-24,South_Zone,Tropical_Wet_Dry,0.128,0.388,127.0,0.533
2021-09-25,South_Zone,Tropical_Wet_Dry,-0.086,0.458,133.0,0.556
2021-09-26,South_Zone,Tropical_Wet_Dry,-0.024,0.388,105.0,0.535
2021-09-27,South_Zone,Tropical_Wet_Dry,-0.063,0.459,135.0,0.532
2021-09-28,South_Zone,Tropical_Wet_Dry,0.046,0.358,102.0,0.518
2021-09-29,South_Zone,Tropical_Wet_Dry,-0.19,0.407,135.0,0.551
2021-09-30,South_Zone,Tropical_Wet_Dry,0.144,0.461,93.0,0.502
2021-10-01,South_Zone,Tropical_Wet_Dry,0.053,0.371,148.0,0.513
2021-10-02,South_Zone,Tropical_Wet_Dry,0.059,0.382,111.0,0.428
2021-10-03,South_Zone,Tropical_Wet_Dry,-0.236,0.358,131.0,0.532
2021-10-04,South_Zone,Tropical_Wet_Dry,-0.104,0.416,132.0,0.501
2021-10-05,South_Zone,Tropical_Wet_Dry,0.149,0.434,97.0,0.506
2021-10-06,South_Zone,Tropical_Wet_Dry,-0.018,0.401,135.0,0.517
2021-10-07,South_Zone,Tropical_Wet_Dry,-0.172,0.366,110.0,0.53
2021-10-08,South_Zone,Tropical_Wet_Dry,0.022,0.29,114.0,0.564
2021-10-09,South_Zone,Tropical_Wet_Dry,0.068,0.377,108.0,0.468
2021-10-10,South_Zone,Tropical_Wet_Dry,0.053,0.368,149.0,0.487
2021-10-11,South_Zone,Tropical_Wet_Dry,-0.015,0.394,99.0,0.525
2021-10-12,South_Zone,Tropical_Wet_Dry,0.114,0.387,128.0,0.495
2021-10-13,South_Zone,Tropical_Wet_Dry,-0.07,0.474,109.0,0.564
2021-10-14,South_Zone,Tropical_Wet_Dry,0.054,0.338,140.0,0.499
2021-10-15,South_Zone,Tropical_Wet_Dry,0.014,0.285,162.0,0.518
2021-10-16,South_Zone,Tropical_Wet_Dry,-0.013,0.311,109.0,0.49
2021-10-17,South_Zone,Tropical_Wet_Dry,-0.038,0.342,123.0,0.522
2021-10-18,South_Zone,Tropical_Wet_Dry,-0.034,0.445,113.0,0.503
2021-10-19,South_Zone,Tropical_Wet_Dry,0.003,0.302,139.0,0.554
2021-10-20,South_Zone,Tropical_Wet_Dry,-0.029,0.31,116.0,0.447
2021-10-21,South_Zone,Tropical_Wet_Dry,0.073,0.405,136.0,0.5
2021-10-22,South_Zone,Tropical_Wet_Dry,-0.054,0.431,113.0,0.485
2021-10-23,South_Zone,Tropical_Wet_Dry,0.157,0.287,160.0,0.516
2021-10-24,South_Zone,Tropical_Wet_Dry,-0.058,0.274,81.0,0.505
2021-10-25,South_Zone,Tropical_Wet_Dry,0.092,0.333,127.0,0.467
2021-10-26,South_Zone,Tropical_Wet_Dry,0.096,0.419,120.0,0.555
2021-10-27,South_Zone,Tropical_Wet_Dry,0.017,0.389,119.0,0.496
2021-10-28,South_Zone,Tropical_Wet_Dry,0.008,0.335,125.0,0.515
2021-10-29,South_Zone,Tropical_Wet_Dry,-0.073,0.424,121.0,0.545
2021-10-30,South_Zone,Tropical_Wet_Dry,-0.052,0.387,124.0,0.509
2021-10-31,South_Zone,Tropical_Wet_Dry,0.022,0.374,127.0,0.541
2021-11-01,South_Zone,Tropical_Wet_Dry,-0.005,0.283,151.0,0.486
2021-11-02,South_Zone,Tropical_Wet_Dry,0.118,0.334,70.0,0.514
2021-11-03,South_Zone,Tropical_Wet_Dry,-0.045,0.497,153.0,0.536
2021-11-04,South_Zone,Tropical_Wet_Dry,-0.039,0.36,166.0,0.454
2021-11-05,South_Zone,Tropical_Wet_Dry,-0.166,0.323,88.0,0.497
2021-11-06,South_Zone,Tropical_Wet_Dry,0.064,0.357,121.0,0.483
2021-11-07,South_Zone,Tropical_Wet_Dry,0.055,0.387,145.0,0.559
2021-11-08,South_Zone,Tropical_Wet_Dry,0.098,0.433,137.0,0.487
2021-11-09,South_Zone,Tropical_Wet_Dry,0.103,0.417,150.0,0.561
2021-11-10,South_Zone,Tropical_Wet_Dry,0.079,0.339,127.0,0.499
2021-11-11,South_Zone,Tropical_Wet_Dry,0.083,0.456,83.0,0.546
2021-11-12,South_Zone,Tropical_Wet_Dry,0.061,0.429,143.0,0.486
2021-11-13,South_Zone,Tropical_Wet_Dry,0.076,0.353,131.0,0.499
2021-11-14,South_Zone,Tropical_Wet_Dry,-0.184,0.372,146.0,0.493
2021-11-15,South_Zone,Tropical_Wet_Dry,-0.11,0.416,92.0,0.587
2021-11-16,South_Zone,Tropical_Wet_Dry,-0.126,0.444,98.0,0.51
2021-11-17,South_Zone,Tropical_Wet_Dry,0.127,0.289,120.0,0.527
2021-11-18,South_Zone,Tropical_Wet_Dry,-0.078,0.384,144.0,0.551
2021-11-19,South_Zone,Tropical_Wet_Dry,-0.062,0.378,149.0,0.549
2021-11-20,South_Zone,Tropical_Wet_Dry,0.001,0.346,107.0,0.489
2021-11-21,South_Zone,Tropical_Wet_Dry,-0.124,0.345,113.0,0.56
2021-11-22,South_Zone,Tropical_Wet_Dry,0.038,0.443,172.0,0.591
2021-11-23,South_Zone,Tropical_Wet_Dry,-0.213,0.412,110.0,0.534
2021-11-24,South_Zone,Tropical_Wet_Dry,-0.118,0.506,132.0,0.533
2021-11-25,South_Zone,Tropical_Wet_Dry,0.02,0.346,112.0,0.481
2021-11-26,South_Zone,Tropical_Wet_Dry,-0.124,0.388,129.0,0.531
2021-11-27,South_Zone,Tropical_Wet_Dry,0.13,0.399,104.0,0.522
2021-11-28,South_Zone,Tropical_Wet_Dry,0.005,0.434,105.0,0.534
2021-11-29,South_Zone,Tropical_Wet_Dry,0.113,0.462,113.0,0.495
2021-11-30,South_Zone,Tropical_Wet_Dry,0.036,0.386,110.0,0.517
2021-12-01,South_Zone,Tropical_Wet_Dry,-0.001,0.354,145.0,0.543
2021-12-02,South_Zone,Tropical_Wet_Dry,-0.1,0.377,159.0,0.539
2021-12-03,South_Zone,Tropical_Wet_Dry,0.093,0.429,184.0,0.515
2021-12-04,South_Zone,Tropical_Wet_Dry,0.044,0.487,139.0,0.538
2021-12-05,South_Zone,Tropical_Wet_Dry,0.208,0.333,132.0,0.459
2021-12-06,South_Zone,Tropical_Wet_Dry,0.083,0.35,150.0,0.488
2021-12-07,South_Zone,Tropical_Wet_Dry,-0.04,0.465,135.0,0.526
2021-12-08,South_Zone,Tropical_Wet_Dry,0.029,0.342,121.0,0.525
2021-12-09,South_Zone,Tropical_Wet_Dry,0.042,0.352,169.0,0.487
2021-12-10,South_Zone,Tropical_Wet_Dry,0.116,0.488,151.0,0.511
2021-12-11,South_Zone,Tropical_Wet_Dry,0.132,0.407,153.0,0.544
2021-12-12,South_Zone,Tropical_Wet_Dry,-0.016,0.402,115.0,0.508
2021-12-13,South_Zone,Tropical_Wet_Dry,-0.122,0.502,139.0,0.52
2021-12-14,South_Zone,Tropical_Wet_Dry,-0.185,0.356,125.0,0.533
2021-12-15,South_Zone,Tropical_Wet_Dry,-0.114,0.344,150.0,0.52
2021-12-16,South_Zone,Tropical_Wet_Dry,-0.059,0.518,152.0,0.543
2021-12-17,South_Zone,Tropical_Wet_Dry,0.15,0.434,152.0,0.518
2021-12-18,South_Zone,Tropical_Wet_Dry,0.152,0.461,138.0,0.547
